LOT,ID,TYPE,CRITIQUE_ARGENT,FR_ACTUEL,VARIABLES,VARIABLES_IMPLICITES,FR_STT_VARIANTS,DIOULA,DIOULA_VARIANTES_STT,VALIDE_PAR,STATUT,NOTES_MANUS,NOTES_CLAUDE
2-DECOR,TATA_INVITE,TTS_OUTPUT,non,Touche-moi et dis ce que tu as vendu.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,TATA_LISTE_ET,TTS_OUTPUT,non, et ,,,,,,,A_TRADUIRE,,Dernier séparateur d'énumération (langue). — Clé de COMPOSITION (owner = claude) : morceau ou gabarit d'assemblage ; l'ordre des morceaux se décide avec l'ingénierie — proposer la traduction dans NOTES.
2-DECOR,TATA_LISTE_VIRGULE,TTS_OUTPUT,non,", ",,,,,,,A_TRADUIRE,,Séparateur d'énumération (langue). — Clé de COMPOSITION (owner = claude) : morceau ou gabarit d'assemblage ; l'ordre des morceaux se décide avec l'ingénierie — proposer la traduction dans NOTES.
2-DECOR,TATA_MESURE_DE_PRODUIT,TTS_OUTPUT,non,{mesure} de {produit},mesure produit,,,,,,A_TRADUIRE,,Composition « 3 tas de tomate » : {mesure} = quantité + unité accordée (utils/unite.utils.ts). — Clé de COMPOSITION (owner = claude) : morceau ou gabarit d'assemblage ; l'ordre des morceaux se décide avec l'ingénierie — proposer la traduction dans NOTES.
2-DECOR,TATA_MICRO_INTRO_PRESELECTION,TTS_OUTPUT,non,"Appuie sur le micro, et dis ce que tu as vendu de {produit}.",produit,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,TATA_ON_NE_CHANGE_RIEN,TTS_OUTPUT,non,"D'accord, on ne change rien.",,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,TATA_PART_POUR_PRODUIT,TTS_OUTPUT,non, pour {produit},produit,,,,,,A_TRADUIRE,,Morceau de TATA_CONFIRME_DEPENSE (espace initial voulu). — Clé de COMPOSITION (owner = claude) : morceau ou gabarit d'assemblage ; l'ordre des morceaux se décide avec l'ingénierie — proposer la traduction dans NOTES.
2-DECOR,TATA_PART_QUANTITE,TTS_OUTPUT,non,{quantite} ,quantite,,,,,,A_TRADUIRE,,Morceau de TATA_CONFIRME_VENTE (espace final voulu). — Clé de COMPOSITION (owner = claude) : morceau ou gabarit d'assemblage ; l'ordre des morceaux se décide avec l'ingénierie — proposer la traduction dans NOTES.
2-DECOR,TATA_PRODUIT_AJOUTE_BOUTIQUE,TTS_OUTPUT,non,C'est fait. {produit} est dans ta boutique.,produit,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,TATA_PRODUIT_GENERIQUE,TTS_OUTPUT,non,produit,,,,,,,A_TRADUIRE,,Repli lexical quand aucun produit n'est reconnu. — Clé de COMPOSITION (owner = claude) : morceau ou gabarit d'assemblage ; l'ordre des morceaux se décide avec l'ingénierie — proposer la traduction dans NOTES.
2-DECOR,TATA_PRODUIT_INCONNU_AJOUTER,TTS_OUTPUT,non,Je ne connais pas {produit} dans ta boutique. Je l'ajoute ?,produit,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,TATA_QUANTITE_MANQUANTE,TTS_OUTPUT,non,Combien de {produit} ?,produit,,,,,,A_TRADUIRE,,"{produit} = nom, ou TATA_CE_PRODUIT quand il est inconnu. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,TATA_QUANTITE_PRODUIT,TTS_OUTPUT,non,{quantite} {produit},quantite produit,,,,,,A_TRADUIRE,,Composition « 2 tomates » : le produit est déjà au pluriel (règle fr dans dialoguesTata.plurielNom). — Clé de COMPOSITION (owner = claude) : morceau ou gabarit d'assemblage ; l'ordre des morceaux se décide avec l'ingénierie — proposer la traduction dans NOTES.
2-DECOR,TATA_QUANTITE_UNITE_PRODUIT,TTS_OUTPUT,non,{quantite} {unite} de {produit},quantite unite produit,,,,,,A_TRADUIRE,,"Résumé écran « 3 sacs de riz » (resumeQuantite) : unité accordée, produit au singulier. — Clé de COMPOSITION (owner = claude) : morceau ou gabarit d'assemblage ; l'ordre des morceaux se décide avec l'ingénierie — proposer la traduction dans NOTES."
2-DECOR,TATA_QUE_VENDRE,TTS_OUTPUT,non,Que voulez-vous vendre ?,,,,,,,A_TRADUIRE,,"Aussi le H1 de l'écran (texte affiché, hors i18n vocal). — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,TATA_REPLI_TOUCHE_PHOTO,TTS_OUTPUT,non,Touche la photo de ce que tu as vendu.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,TATA_RIEN_COMPRIS,TTS_OUTPUT,non,Je n'ai pas bien entendu. Rapproche le téléphone et redis lentement.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,TATA_RUPTURE,TTS_OUTPUT,non,"Attention, il manquait {liste}. Pense à réapprovisionner.",liste,,,,,,A_TRADUIRE,,"{liste} = TATA_RUPTURE_LIGNE joints par TATA_LISTE_VIRGULE puis TATA_LISTE_ET. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,TATA_RUPTURE_LIGNE,TTS_OUTPUT,non,{manquant} {produit},manquant produit,,,,,,A_TRADUIRE,,Clé de COMPOSITION (owner = claude) : morceau ou gabarit d'assemblage ; l'ordre des morceaux se décide avec l'ingénierie — proposer la traduction dans NOTES.
2-DECOR,WALLET_001,TTS_OUTPUT,non,Demande envoyée. Confirme sur ton téléphone {name},name,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,WALLET_002,TTS_OUTPUT,non,{name} sélectionné,name,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,WALLET_006,TTS_OUTPUT,non,Mon argent fermé,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,WALLET_007,TTS_OUTPUT,non,Mon argent ouvert,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
3-ECOUTE,INT_ANNULER_VALIDATION,STT_INPUT,OUI,"non | annule | attends | arrête | pas encore | laisse | non, pas valide",,,[mots] non | annule | annuler | attends | attend | arrete | arreter | pas encore | laisse,,,,A_TRADUIRE,,"Testée AVANT la validation : le doute profite au refus. — Cellules Manus : FR_STT_VARIANTS (propositions), colonnes de langues (variantes séparées par |), STATUT_LINGUISTIQUE, NOTES. Une variante d'argent n'est activée qu'après validation explicite (finance). FR_ACTUEL = les variantes fr-ci telles que le moteur les compare (forme normalisée : minuscules, sans accents, sans ponctuation)."
3-ECOUTE,INT_COMBIEN_DOIT,STT_INPUT,OUI,combien elle doit | elle doit combien | ça fait combien | c'est combien | le total | total,,,[motifs] \bcombien (elle|il|la cliente|le client) doi(t|s)\b | \belle doit combien\b | \bil doit combien\b | \bca fait combien\b | \bc'est combien\b | \b(le |mon |)total\b,,,,A_TRADUIRE,,"Lecture seule. — Cellules Manus : FR_STT_VARIANTS (propositions), colonnes de langues (variantes séparées par |), STATUT_LINGUISTIQUE, NOTES. Une variante d'argent n'est activée qu'après validation explicite (finance). FR_ACTUEL = les variantes fr-ci telles que le moteur les compare (forme normalisée : minuscules, sans accents, sans ponctuation)."
3-ECOUTE,INT_CREDIT,STT_INPUT,OUI,elle doit | crédit | dette,,,[mots] crédit | credit | dette | dettes | doit | dois | doivent,,,,A_TRADUIRE,,"Reconnu par le parseur, non traité localement (crédit désactivé en pilote). — Cellules Manus : FR_STT_VARIANTS (propositions), colonnes de langues (variantes séparées par |), STATUT_LINGUISTIQUE, NOTES. Une variante d'argent n'est activée qu'après validation explicite (finance). FR_ACTUEL = les variantes fr-ci telles que le moteur les compare (forme normalisée : minuscules, sans accents, sans ponctuation)."
3-ECOUTE,INT_DEPENSE,STT_INPUT,OUI,j'ai acheté trois sacs de riz à six mille francs | j'ai dépensé deux mille francs pour le piment | j'ai payé quatre mille francs pour le poulet,,,[mots] acheté | achetée | achetés | achetées | achète | achete | acheter | pris | prise | dépensé | dépensée | depensé | depense | dépense | payé | payée | payés | payer,,,,A_TRADUIRE,,"Exige un montant ; confirmée par oui/non (INT_OUI / INT_NON). — Cellules Manus : FR_STT_VARIANTS (propositions), colonnes de langues (variantes séparées par |), STATUT_LINGUISTIQUE, NOTES. Une variante d'argent n'est activée qu'après validation explicite (finance). FR_ACTUEL = les variantes fr-ci telles que le moteur les compare (forme normalisée : minuscules, sans accents, sans ponctuation)."
3-ECOUTE,INT_ENCAISSER,STT_INPUT,OUI,encaisse | on encaisse | encaisser | termine la vente | finis la vente,,,[mots] encaisse | encaisser | encaissement | encaissons ; [motifs] \b(termine|terminer|finis|finir) (la )?vente\b,,,,A_TRADUIRE,,"PRÉPARE l'encaissement, n'écrit jamais d'argent. Différé après une vente : « encaisse deux tomates à 500 » reste une vente. — Cellules Manus : FR_STT_VARIANTS (propositions), colonnes de langues (variantes séparées par |), STATUT_LINGUISTIQUE, NOTES. Une variante d'argent n'est activée qu'après validation explicite (finance). FR_ACTUEL = les variantes fr-ci telles que le moteur les compare (forme normalisée : minuscules, sans accents, sans ponctuation)."
3-ECOUTE,INT_LIGNE_ANNULATION,STT_INPUT,non,annule | recommence | oublie | laisse tomber,,,[mots] annule | annuler | recommence | recommencer | oublie | oublier | laisse tomber,,,,A_TRADUIRE,,"Annule l'ÉTAPE (la ligne), pas le panier. — Cellules Manus : FR_STT_VARIANTS (propositions), colonnes de langues (variantes séparées par |), STATUT_LINGUISTIQUE, NOTES. Une variante d'argent n'est activée qu'après validation explicite (finance). FR_ACTUEL = les variantes fr-ci telles que le moteur les compare (forme normalisée : minuscules, sans accents, sans ponctuation)."
3-ECOUTE,INT_LIGNE_ARTICLE_SUIVANT,STT_INPUT,non,j'ajoute | autre chose | encore un | et aussi,,,[mots] j'ajoute | autre chose | autre article | encore un | un autre | aussi | et aussi | ajoute autre,,,,A_TRADUIRE,,"Cellules Manus : FR_STT_VARIANTS (propositions), colonnes de langues (variantes séparées par |), STATUT_LINGUISTIQUE, NOTES. Une variante d'argent n'est activée qu'après validation explicite (finance). FR_ACTUEL = les variantes fr-ci telles que le moteur les compare (forme normalisée : minuscules, sans accents, sans ponctuation)."
3-ECOUTE,INT_LIGNE_CONFIRMATION,STT_INPUT,OUI,oui | c'est bon | c'est ça | exact | d'accord | parfait,,,[mots] oui | c'est bon | c'est ca | c'est exact | voila | exact | ok | okay | d'accord | daccord | parfait | bon,,,,A_TRADUIRE,,"Cellules Manus : FR_STT_VARIANTS (propositions), colonnes de langues (variantes séparées par |), STATUT_LINGUISTIQUE, NOTES. Une variante d'argent n'est activée qu'après validation explicite (finance). FR_ACTUEL = les variantes fr-ci telles que le moteur les compare (forme normalisée : minuscules, sans accents, sans ponctuation)."
3-ECOUTE,INT_LIGNE_CORRECTION_PRIX,STT_INPUT,OUI,à 400 francs | le prix c'est mille | le tout à 1000,,,[mots] le tout | au total | en tout | tout ca | ensemble | pour les | les deux | les trois,,,,A_TRADUIRE,,"Cellules Manus : FR_STT_VARIANTS (propositions), colonnes de langues (variantes séparées par |), STATUT_LINGUISTIQUE, NOTES. Une variante d'argent n'est activée qu'après validation explicite (finance). FR_ACTUEL = les variantes fr-ci telles que le moteur les compare (forme normalisée : minuscules, sans accents, sans ponctuation)."
3-ECOUTE,INT_LIGNE_CORRECTION_QUANTITE,STT_INPUT,OUI,"non, deux | c'est deux tas",,,,,,,A_TRADUIRE,,"Cellules Manus : FR_STT_VARIANTS (propositions), colonnes de langues (variantes séparées par |), STATUT_LINGUISTIQUE, NOTES. Une variante d'argent n'est activée qu'après validation explicite (finance). FR_ACTUEL = les variantes fr-ci telles que le moteur les compare (forme normalisée : minuscules, sans accents, sans ponctuation)."
3-ECOUTE,INT_LIGNE_ENCAISSER,STT_INPUT,OUI,encaisse | termine | fini | c'est tout | c'est fini,,,[mots] encaisse | encaisser | termine | terminer | fini | finir | c'est tout | c'est fini | termine la,,,,A_TRADUIRE,,"Plus large que INT_ENCAISSER : ne vaut qu'en état « confirmation de ligne attendue ». — Cellules Manus : FR_STT_VARIANTS (propositions), colonnes de langues (variantes séparées par |), STATUT_LINGUISTIQUE, NOTES. Une variante d'argent n'est activée qu'après validation explicite (finance). FR_ACTUEL = les variantes fr-ci telles que le moteur les compare (forme normalisée : minuscules, sans accents, sans ponctuation)."
3-ECOUTE,INT_LIGNE_REFUS,STT_INPUT,non,non | pas ça | c'est faux | pas bon,,,[mots] non | pas ca | c'est pas ca | c'est faux | faux | pas bon | c'est pas bon | errone | erreur,,,,A_TRADUIRE,,"« Non » n'est JAMAIS une nouvelle vente : il ouvre la correction. — Cellules Manus : FR_STT_VARIANTS (propositions), colonnes de langues (variantes séparées par |), STATUT_LINGUISTIQUE, NOTES. Une variante d'argent n'est activée qu'après validation explicite (finance). FR_ACTUEL = les variantes fr-ci telles que le moteur les compare (forme normalisée : minuscules, sans accents, sans ponctuation)."
3-ECOUTE,INT_LIGNE_SUPPRESSION,STT_INPUT,non,enlève | retire | supprime | jette,,,[mots] enleve | enlever | retire | retirer | supprime | supprimer | jette | jeter,,,,A_TRADUIRE,,"Cellules Manus : FR_STT_VARIANTS (propositions), colonnes de langues (variantes séparées par |), STATUT_LINGUISTIQUE, NOTES. Une variante d'argent n'est activée qu'après validation explicite (finance). FR_ACTUEL = les variantes fr-ci telles que le moteur les compare (forme normalisée : minuscules, sans accents, sans ponctuation)."
3-ECOUTE,INT_NON,STT_INPUT,OUI,non | pas ça | faux | annule | efface | recommence,,,,,,,A_TRADUIRE,,"Fichier de l'agent E : non migré. — Cellules Manus : FR_STT_VARIANTS (propositions), colonnes de langues (variantes séparées par |), STATUT_LINGUISTIQUE, NOTES. Une variante d'argent n'est activée qu'après validation explicite (finance). FR_ACTUEL = les variantes fr-ci telles que le moteur les compare (forme normalisée : minuscules, sans accents, sans ponctuation)."
3-ECOUTE,INT_OUI,STT_INPUT,OUI,oui | ouais | voilà | exact | d'accord | ok | c'est bon | c'est ça,,,,,,,A_TRADUIRE,,"Fichier de l'agent E : non migré. Le NON est testé d'abord. — Cellules Manus : FR_STT_VARIANTS (propositions), colonnes de langues (variantes séparées par |), STATUT_LINGUISTIQUE, NOTES. Une variante d'argent n'est activée qu'après validation explicite (finance). FR_ACTUEL = les variantes fr-ci telles que le moteur les compare (forme normalisée : minuscules, sans accents, sans ponctuation)."
3-ECOUTE,INT_OUI_VALIDE,STT_INPUT,OUI,oui valide | oui je valide | ouais valide | ouais je valide | valide oui | oui c'est bon valide | oui on valide | oui valide ca,,,[phrase entière] oui valide | oui je valide | ouais valide | ouais je valide | valide oui | oui c'est bon valide | oui on valide | oui valide ca,,,,A_TRADUIRE,,"LISTE BLANCHE FERMÉE : phrase ENTIÈRE normalisée, réponses autonomes, jamais « oui valide » au milieu d'autre chose. Même sévérité exigée dans toutes les langues (validateCriticalMessages). — Cellules Manus : FR_STT_VARIANTS (propositions), colonnes de langues (variantes séparées par |), STATUT_LINGUISTIQUE, NOTES. Une variante d'argent n'est activée qu'après validation explicite (finance). FR_ACTUEL = les variantes fr-ci telles que le moteur les compare (forme normalisée : minuscules, sans accents, sans ponctuation)."
3-ECOUTE,INT_QUESTION_BENEFICE_JOUR,STT_INPUT,non,c'est quoi mon bénéfice | ma marge,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_STT_VARIANTS (propositions), colonnes de langues (variantes séparées par |), STATUT_LINGUISTIQUE, NOTES. Une variante d'argent n'est activée qu'après validation explicite (finance). FR_ACTUEL = les variantes fr-ci telles que le moteur les compare (forme normalisée : minuscules, sans accents, sans ponctuation)."
3-ECOUTE,INT_QUESTION_DEPENSES_JOUR,STT_INPUT,non,combien j'ai dépensé | mes achats | mon cahier,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_STT_VARIANTS (propositions), colonnes de langues (variantes séparées par |), STATUT_LINGUISTIQUE, NOTES. Une variante d'argent n'est activée qu'après validation explicite (finance). FR_ACTUEL = les variantes fr-ci telles que le moteur les compare (forme normalisée : minuscules, sans accents, sans ponctuation)."
3-ECOUTE,INT_QUESTION_MEILLEURE_VENTE,STT_INPUT,non,ma meilleure vente | qu'est-ce qui se vend le mieux,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_STT_VARIANTS (propositions), colonnes de langues (variantes séparées par |), STATUT_LINGUISTIQUE, NOTES. Une variante d'argent n'est activée qu'après validation explicite (finance). FR_ACTUEL = les variantes fr-ci telles que le moteur les compare (forme normalisée : minuscules, sans accents, sans ponctuation)."
3-ECOUTE,INT_QUESTION_SOLDE_CAISSE,STT_INPUT,non,quel est mon solde | combien dans ma caisse,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_STT_VARIANTS (propositions), colonnes de langues (variantes séparées par |), STATUT_LINGUISTIQUE, NOTES. Une variante d'argent n'est activée qu'après validation explicite (finance). FR_ACTUEL = les variantes fr-ci telles que le moteur les compare (forme normalisée : minuscules, sans accents, sans ponctuation)."
3-ECOUTE,INT_QUESTION_VENTES_JOUR,STT_INPUT,non,combien j'ai vendu aujourd'hui | mes ventes | ma recette,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_STT_VARIANTS (propositions), colonnes de langues (variantes séparées par |), STATUT_LINGUISTIQUE, NOTES. Une variante d'argent n'est activée qu'après validation explicite (finance). FR_ACTUEL = les variantes fr-ci telles que le moteur les compare (forme normalisée : minuscules, sans accents, sans ponctuation)."
3-ECOUTE,INT_REAPPRO,STT_INPUT,non,j'ai reçu | c'est arrivé | épuisé,,,[mots] reçu | recu | reçue | arrivé | arrivés | arrivée | arrivées | épuisé | epuise,,,,A_TRADUIRE,,"Cellules Manus : FR_STT_VARIANTS (propositions), colonnes de langues (variantes séparées par |), STATUT_LINGUISTIQUE, NOTES. Une variante d'argent n'est activée qu'après validation explicite (finance). FR_ACTUEL = les variantes fr-ci telles que le moteur les compare (forme normalisée : minuscules, sans accents, sans ponctuation)."
3-ECOUTE,INT_RECETTE,STT_INPUT,non,ma recette | mon bénéfice | j'ai gagné,,,[mots] recette | bénéfice | benefice | gagné | gagnée,,,,A_TRADUIRE,,"Cellules Manus : FR_STT_VARIANTS (propositions), colonnes de langues (variantes séparées par |), STATUT_LINGUISTIQUE, NOTES. Une variante d'argent n'est activée qu'après validation explicite (finance). FR_ACTUEL = les variantes fr-ci telles que le moteur les compare (forme normalisée : minuscules, sans accents, sans ponctuation)."
